,datetime,00060_Mean,site_no
28847,1991-09-24 00:00:00+00:00,0.0,01463500
28848,1991-09-25 00:00:00+00:00,0.0,01463500
28849,1991-09-26 00:00:00+00:00,0.0,01463500
28850,1991-09-27 00:00:00+00:00,0.0,01463500
28851,1991-09-28 00:00:00+00:00,0.0,01463500
28852,1991-09-29 00:00:00+00:00,0.0,01463500
28853,1991-09-30 00:00:00+00:00,0.0,01463500
28854,1991-10-01 00:00:00+00:00,0.0,01463500
28855,1991-10-02 00:00:00+00:00,0.0,01463500
28856,1991-10-03 00:00:00+00:00,0.0,01463500
28857,1991-10-04 00:00:00+00:00,0.0,01463500
28858,1991-10-05 00:00:00+00:00,0.0,01463500
28859,1991-10-06 00:00:00+00:00,0.0,01463500
28860,1991-10-07 00:00:00+00:00,0.0,01463500
28861,1991-10-08 00:00:00+00:00,0.0,01463500
28862,1991-10-09 00:00:00+00:00,0.0,01463500
28863,1991-10-10 00:00:00+00:00,0.0,01463500
28864,1991-10-11 00:00:00+00:00,0.0,01463500
28865,1991-10-12 00:00:00+00:00,0.0,01463500
28866,1991-10-13 00:00:00+00:00,0.0,01463500
28867,1991-10-14 00:00:00+00:00,0.0,01463500
28868,1991-10-15 00:00:00+00:00,0.0,01463500
28869,1991-10-16 00:00:00+00:00,0.0,01463500
28870,1991-10-17 00:00:00+00:00,0.0,01463500
28871,1991-10-18 00:00:00+00:00,0.0,01463500
28872,1991-10-19 00:00:00+00:00,0.0,01463500
28873,1991-10-20 00:00:00+00:00,0.0,01463500
28874,1991-10-21 00:00:00+00:00,0.0,01463500
28875,1991-10-22 00:00:00+00:00,0.0,01463500
28876,1991-10-23 00:00:00+00:00,0.0,01463500
28877,1991-10-24 00:00:00+00:00,0.0,01463500
28878,1991-10-25 00:00:00+00:00,0.0,01463500
28879,1991-10-26 00:00:00+00:00,0.0,01463500
28880,1991-10-27 00:00:00+00:00,0.0,01463500
28881,1991-10-28 00:00:00+00:00,0.0,01463500
28882,1991-10-29 00:00:00+00:00,0.0,01463500
28883,1991-10-30 00:00:00+00:00,0.0,01463500
28884,1991-10-31 00:00:00+00:00,0.0,01463500
28885,1991-11-01 00:00:00+00:00,0.0,01463500
28886,1991-11-02 00:00:00+00:00,0.0,01463500
28887,1991-11-03 00:00:00+00:00,0.0,01463500
28888,1991-11-04 00:00:00+00:00,0.0,01463500
28889,1991-11-05 00:00:00+00:00,0.0,01463500
28890,1991-11-06 00:00:00+00:00,0.0,01463500
28891,1991-11-07 00:00:00+00:00,0.0,01463500
28892,1991-11-08 00:00:00+00:00,0.0,01463500
28893,1991-11-09 00:00:00+00:00,0.0,01463500
28894,1991-11-10 00:00:00+00:00,0.0,01463500
28895,1991-11-11 00:00:00+00:00,0.0,01463500
28896,1991-11-12 00:00:00+00:00,0.0,01463500
28897,1991-11-13 00:00:00+00:00,0.0,01463500
28898,1991-11-14 00:00:00+00:00,0.0,01463500
28899,1991-11-15 00:00:00+00:00,0.0,01463500
28900,1991-11-16 00:00:00+00:00,0.0,01463500
28901,1991-11-17 00:00:00+00:00,0.0,01463500
28902,1991-11-18 00:00:00+00:00,0.0,01463500
28903,1991-11-19 00:00:00+00:00,0.0,01463500
28904,1991-11-20 00:00:00+00:00,0.0,01463500
28905,1991-11-21 00:00:00+00:00,0.0,01463500
28906,1991-11-22 00:00:00+00:00,0.0,01463500
28907,1991-11-23 00:00:00+00:00,0.0,01463500
28908,1991-11-24 00:00:00+00:00,0.000978630218496,01463500
28909,1991-11-25 00:00:00+00:00,0.0,01463500
28910,1991-11-26 00:00:00+00:00,0.0,01463500
28911,1991-11-27 00:00:00+00:00,0.0,01463500
28912,1991-11-28 00:00:00+00:00,0.0,01463500
28913,1991-11-29 00:00:00+00:00,0.0,01463500
28914,1991-11-30 00:00:00+00:00,0.0,01463500
28915,1991-12-01 00:00:00+00:00,0.0,01463500
28916,1991-12-02 00:00:00+00:00,0.0,01463500
28917,1991-12-03 00:00:00+00:00,0.0,01463500
28918,1991-12-04 00:00:00+00:00,0.0,01463500
28919,1991-12-05 00:00:00+00:00,0.0,01463500
28920,1991-12-06 00:00:00+00:00,0.0,01463500
28921,1991-12-07 00:00:00+00:00,0.0,01463500
28922,1991-12-08 00:00:00+00:00,0.0,01463500
28923,1991-12-09 00:00:00+00:00,0.0,01463500
28924,1991-12-10 00:00:00+00:00,0.0,01463500
28925,1991-12-11 00:00:00+00:00,0.0,01463500
28926,1991-12-12 00:00:00+00:00,0.0,01463500
28927,1991-12-13 00:00:00+00:00,0.0,01463500
28928,1991-12-14 00:00:00+00:00,0.0,01463500
28929,1991-12-15 00:00:00+00:00,0.0,01463500
28930,1991-12-16 00:00:00+00:00,0.0,01463500
28931,1991-12-17 00:00:00+00:00,0.0,01463500
28932,1991-12-18 00:00:00+00:00,0.0,01463500
28933,1991-12-19 00:00:00+00:00,0.0,01463500
28934,1991-12-20 00:00:00+00:00,0.0,01463500
28935,1991-12-21 00:00:00+00:00,0.0,01463500
28936,1991-12-22 00:00:00+00:00,0.0,01463500
28937,1991-12-23 00:00:00+00:00,0.0,01463500
28938,1991-12-24 00:00:00+00:00,0.0,01463500
28939,1991-12-25 00:00:00+00:00,0.0,01463500
28940,1991-12-26 00:00:00+00:00,0.0,01463500
28941,1991-12-27 00:00:00+00:00,0.0,01463500
28942,1991-12-28 00:00:00+00:00,0.0,01463500
28943,1991-12-29 00:00:00+00:00,0.0,01463500
28944,1991-12-30 00:00:00+00:00,0.0,01463500
28945,1991-12-31 00:00:00+00:00,0.0,01463500
28946,1992-01-01 00:00:00+00:00,0.0,01463500
28947,1992-01-02 00:00:00+00:00,0.0,01463500
28948,1992-01-03 00:00:00+00:00,0.0,01463500
28949,1992-01-04 00:00:00+00:00,0.0,01463500
28950,1992-01-05 00:00:00+00:00,0.0,01463500
28951,1992-01-06 00:00:00+00:00,0.0,01463500
28952,1992-01-07 00:00:00+00:00,0.0,01463500
28953,1992-01-08 00:00:00+00:00,0.0,01463500
28954,1992-01-09 00:00:00+00:00,0.0,01463500
28955,1992-01-10 00:00:00+00:00,0.0,01463500
28956,1992-01-11 00:00:00+00:00,0.0,01463500
28957,1992-01-12 00:00:00+00:00,0.0,01463500
28958,1992-01-13 00:00:00+00:00,0.0,01463500
28959,1992-01-14 00:00:00+00:00,0.0,01463500
28960,1992-01-15 00:00:00+00:00,0.0,01463500
28961,1992-01-16 00:00:00+00:00,0.0,01463500
28962,1992-01-17 00:00:00+00:00,0.0,01463500
28963,1992-01-18 00:00:00+00:00,0.0,01463500
28964,1992-01-19 00:00:00+00:00,0.0,01463500
28965,1992-01-20 00:00:00+00:00,0.0,01463500
28966,1992-01-21 00:00:00+00:00,0.0,01463500
28967,1992-01-22 00:00:00+00:00,0.0,01463500
28968,1992-01-23 00:00:00+00:00,0.0,01463500
28969,1992-01-24 00:00:00+00:00,0.0,01463500
28970,1992-01-25 00:00:00+00:00,0.0,01463500
28971,1992-01-26 00:00:00+00:00,0.0,01463500
28972,1992-01-27 00:00:00+00:00,0.0,01463500
28973,1992-01-28 00:00:00+00:00,0.0,01463500
28974,1992-01-29 00:00:00+00:00,0.0,01463500
28975,1992-01-30 00:00:00+00:00,0.0,01463500
28976,1992-01-31 00:00:00+00:00,0.0,01463500
28977,1992-02-01 00:00:00+00:00,0.0,01463500
28978,1992-02-02 00:00:00+00:00,0.0,01463500
28979,1992-02-03 00:00:00+00:00,0.0,01463500
28980,1992-02-04 00:00:00+00:00,0.0,01463500
28981,1992-02-05 00:00:00+00:00,0.0,01463500
28982,1992-02-06 00:00:00+00:00,0.0,01463500
